id,surname,first_name,age,sex,marital_status,occupation,borough,birthplace,household_id,annual_wage_cents
2266,Andersen,Elizabeth,29,F,married,cobbler,Manhattan,New York,750,34497
2267,Andersen,Samuel,30,M,single,merchant,Manhattan,New York,750,119351
2268,Andersen,Sarah,69,F,single,seamstress,Manhattan,New York,750,23794
2269,Murphy,Wilhelm,78,M,single,grocer,Manhattan,New York,751,41837
2270,Murphy,Hilda,17,F,single,driver,Manhattan,New York,751,39431
2271,Murphy,Hilda,12,F,single,grocer,Manhattan,New York,751,36430
2272,Murphy,Gertrud,6,F,single,none,Manhattan,New York,751,39566
2273,Schmidt,Bridget,41,F,single,tailor,Manhattan,Italy,752,42668
2274,Schmidt,Margaret,4,F,single,none,Manhattan,Italy,752,36539
2275,Schmidt,Olga,34,F,single,washerwoman,Manhattan,Italy,752,18399
2276,Callahan,Ellen,34,F,married,teacher,Manhattan,Ireland,753,58736
2277,Callahan,James,3,M,single,none,Manhattan,Ireland,753,21546
2278,Callahan,Joseph,46,M,married,nurse,Manhattan,Ireland,753,46496
2279,Friedman,Ruth,42,F,single,laborer,Brooklyn,New Jersey,754,30981
2280,Friedman,Jacob,28,M,married,grocer,Brooklyn,New Jersey,754,45168
2281,Mueller,Antonio,6,M,single,none,Bronx,Russia,755,28673
2282,Mueller,Anna,5,F,single,none,Bronx,Russia,755,28073
2283,Mueller,Hilda,30,F,single,nurse,Bronx,Russia,755,36245
2284,Mueller,Joseph,52,M,single,driver,Bronx,Russia,755,43127
2285,Mueller,Boris,67,M,married,grocer,Brooklyn,Germany,756,50699
2286,Mueller,Otto,34,M,single,bookkeeper,Brooklyn,Germany,756,70186
2287,Mueller,Anna,11,F,single,none,Brooklyn,Germany,756,25803
2288,Mueller,Rosa,66,F,married,none,Brooklyn,Germany,756,24701
2289,Klein,Stanislaw,25,M,single,bookkeeper,Brooklyn,Italy,757,63465
2290,Klein,Antonio,7,M,single,none,Brooklyn,Italy,757,31647
2291,Klein,Teresa,8,F,single,none,Brooklyn,Italy,757,24445
2292,Klein,David,76,M,single,nurse,Brooklyn,Italy,757,43169
2293,Klein,Ellen,22,F,single,clerk,Brooklyn,Italy,757,58149
2294,Lewandowski,Angela,27,F,married,washerwoman,Brooklyn,New York,758,21939
2295,Bianchi,Hilda,16,F,single,driver,Manhattan,Ireland,759,40875
2296,Bianchi,Angela,8,F,single,none,Manhattan,Ireland,759,28956
2297,Bianchi,Luigi,22,M,married,baker,Manhattan,Ireland,759,32903
2298,Bianchi,Bridget,52,F,married,cobbler,Manhattan,Ireland,759,42658
2299,Bianchi,Esther,1,F,single,none,Manhattan,Ireland,759,24655
2300,Ricci,Gertrud,17,F,widowed,teacher,Brooklyn,Germany,760,50566
2301,Ricci,Teresa,29,F,married,tailor,Brooklyn,Germany,760,48985
2302,Russo,Margaret,65,F,single,seamstress,Manhattan,New York,761,25463
2303,Russo,Rosa,42,F,married,washerwoman,Manhattan,New York,761,24160
2304,Russo,Marta,72,F,single,grocer,Manhattan,New York,761,43471
2305,Russo,Luigi,21,M,married,cobbler,Manhattan,New York,761,43921
2306,Goldberg,Ellen,10,F,single,none,Manhattan,Ireland,762,34716
2307,Silverman,Wilhelm,32,M,single,grocer,Manhattan,Russia,763,42807
2308,Silverman,Teresa,55,F,single,teacher,Manhattan,Russia,763,65543
2309,Silverman,Angela,32,F,married,teacher,Manhattan,Russia,763,69128
2310,Katz,Greta,23,F,single,porter,Manhattan,Norway,764,30053
2311,Ferrari,Marta,51,F,married,none,Manhattan,Ireland,765,39707
2312,Ferrari,Greta,20,F,widowed,machinist,Manhattan,Ireland,765,56092
2313,Ferrari,Boris,31,M,single,bookkeeper,Manhattan,Ireland,765,66704
2314,Mueller,Rachel,13,F,single,stevedore,Manhattan,Russia,766,43278
2315,Mueller,Otto,35,M,married,nurse,Manhattan,Russia,766,47196
2316,Mueller,Maria,79,F,married,clerk,Manhattan,Russia,766,46176
2317,Mueller,Rachel,78,F,single,machinist,Manhattan,Russia,766,51934
2318,Becker,Maria,0,F,single,none,Brooklyn,Russia,767,38030
2319,Johansson,John,0,M,single,none,Brooklyn,Ireland,768,37519
2320,Johansson,Giuseppe,24,M,married,stevedore,Brooklyn,Ireland,768,34644
2321,Johansson,Elizabeth,78,F,single,clerk,Brooklyn,Ireland,768,42930
2322,Johansson,Ruth,74,F,married,engineer,Brooklyn,Ireland,768,90982
2323,Johansson,Samuel,40,M,married,servant,Brooklyn,Ireland,768,21664
2324,Katz,Antonio,3,M,single,none,Queens,New York,769,34946
2325,Mueller,Michael,45,M,married,factory worker,Bronx,Germany,770,30077
2326,Mueller,Salvatore,0,M,single,none,Bronx,Germany,770,29180
2327,Mueller,Rebecca,8,F,single,none,Bronx,Germany,770,34892
2328,Silverman,Greta,50,F,married,grocer,Manhattan,Ireland,771,54732
2329,Silverman,David,50,M,married,laborer,Manhattan,Ireland,771,28831
2330,Sullivan,Abraham,20,M,married,driver,Brooklyn,Ireland,772,42798
2331,Sullivan,Rachel,21,F,single,typesetter,Brooklyn,Ireland,772,39115
2332,Sullivan,Salvatore,26,M,married,engineer,Brooklyn,Ireland,772,94801
2333,Sullivan,Boris,61,M,widowed,bookkeeper,Brooklyn,Ireland,772,74420
2334,Sullivan,Otto,5,M,single,none,Brooklyn,Ireland,772,33540
2335,Brown,Josef,47,M,married,typesetter,Brooklyn,New Jersey,773,43616
2336,Brown,Heinrich,8,M,single,none,Brooklyn,New Jersey,773,37488
2337,Brown,Angela,36,F,single,typesetter,Brooklyn,New Jersey,773,39103
2338,Davis,Abraham,11,M,single,none,Manhattan,Ireland,774,36603
2339,Davis,David,78,M,single,clerk,Manhattan,Ireland,774,43438
2340,Davis,Esther,56,F,single,factory worker,Manhattan,Ireland,774,26311
2341,Davis,Wilhelm,0,M,single,none,Manhattan,Ireland,774,21464
2342,Friedman,Boris,0,M,single,none,Queens,Italy,775,25955
2343,Friedman,Zofia,27,F,married,servant,Queens,Italy,775,19962
2344,Friedman,Ruth,16,F,widowed,milliner,Queens,Italy,775,44153
2345,Rossi,Thomas,7,M,single,none,Brooklyn,Russia,776,34003
2346,Rossi,Olga,12,F,single,none,Brooklyn,Russia,776,32781
2347,Rossi,Salvatore,13,M,single,nurse,Brooklyn,Russia,776,39094
2348,Wilson,Thomas,13,M,single,none,Manhattan,Ireland,777,35884
2349,Wilson,Rachel,77,F,single,driver,Manhattan,Ireland,777,38573
2350,Stein,Joseph,48,M,single,typesetter,Brooklyn,New York,778,49955
2351,Wilson,Zofia,39,F,married,baker,Manhattan,New York,779,44772
2352,Wilson,Giuseppe,70,M,married,stevedore,Manhattan,New York,779,31135
2353,Wilson,Ruth,36,F,single,merchant,Manhattan,New York,779,118883
2354,Wilson,Esther,77,F,single,none,Manhattan,New York,779,35555
2355,Wilson,James,13,M,single,none,Manhattan,New York,779,31069
2356,Russo,Esther,49,F,married,shopkeeper,Brooklyn,Sweden,780,83425
2357,Mueller,Isaac,14,M,single,typesetter,Manhattan,Germany,781,52528
2358,Mueller,Ellen,66,F,single,teacher,Manhattan,Germany,781,54513
2359,Mueller,Olga,36,F,single,baker,Manhattan,Germany,781,39840
2360,Mueller,Michael,10,M,single,none,Manhattan,Germany,781,21788
2361,Mueller,Boris,59,M,married,bookkeeper,Manhattan,Germany,781,61727
2362,Silverman,Heinrich,25,M,single,grocer,Manhattan,Ireland,782,52379
2363,Silverman,Giovanni,77,M,married,stevedore,Manhattan,Ireland,782,48076
2364,Silverman,Daniel,65,M,married,milliner,Manhattan,Ireland,782,39395
2365,Silverman,Karl,32,M,single,carpenter,Manhattan,Ireland,782,41334
2366,McCarthy,Rosa,26,F,single,washerwoman,Manhattan,New Jersey,783,29711
2367,McCarthy,Joseph,36,M,single,baker,Manhattan,New Jersey,783,34071
2368,McCarthy,Zofia,26,F,single,bookkeeper,Manhattan,New Jersey,783,58835
2369,Wagner,Boris,48,M,married,cobbler,Brooklyn,New York,784,35918
2370,Wagner,Wilhelm,14,M,single,none,Brooklyn,New York,784,35218
2371,Wagner,Antonio,17,M,single,clerk,Brooklyn,New York,784,40822
2372,Wagner,Mary,12,F,single,grocer,Brooklyn,New York,784,43795
2373,Wagner,Josef,54,M,widowed,teacher,Brooklyn,New York,784,55470
2374,Esposito,Ellen,60,F,single,servant,Manhattan,New York,785,28054
2375,Esposito,Rosa,64,F,married,milliner,Manhattan,New York,785,26147
2376,Esposito,Wilhelm,50,M,single,tailor,Manhattan,New York,785,50144
2377,Esposito,William,71,M,widowed,seamstress,Manhattan,New York,785,24358
2378,Esposito,Rosa,33,F,single,baker,Manhattan,New York,785,42812
2379,"O'Brien",Ruth,77,F,married,none,Manhattan,Ireland,786,32001
2380,"O'Brien",Michael,39,M,married,clerk,Manhattan,Ireland,786,49415
2381,"O'Brien",Thomas,3,M,single,none,Manhattan,Ireland,786,32345
2382,Sullivan,Salvatore,0,M,single,none,Queens,Germany,787,28446
2383,Sullivan,Bridget,29,F,married,typesetter,Queens,Germany,787,52029
2384,Sullivan,Olga,35,F,married,seamstress,Queens,Germany,787,30408
2385,Sullivan,Esther,25,F,married,tailor,Queens,Germany,787,36715
2386,Sullivan,David,21,M,married,servant,Queens,Germany,787,21474
2387,Cohen,Stanislaw,28,M,married,driver,Manhattan,Pennsylvania,788,34081
2388,Callahan,Boris,7,M,single,none,Manhattan,Ireland,789,33890
2389,Conti,William,9,M,single,none,Manhattan,Ireland,790,27493
2390,Conti,Gertrud,17,F,married,machinist,Manhattan,Ireland,790,59007
2391,Conti,Rachel,0,F,single,none,Manhattan,Ireland,790,36708
2392,Conti,Marta,1,F,single,none,Manhattan,Ireland,790,26849
2393,Marino,Stanislaw,37,M,single,driver,Brooklyn,France,791,43169
2394,Marino,Josef,49,M,widowed,teacher,Brooklyn,France,791,63610
2395,Marino,Margaret,64,F,married,baker,Brooklyn,France,791,41723
2396,Marino,Marta,13,F,single,none,Brooklyn,France,791,36758
2397,Goldberg,Josef,26,M,widowed,milliner,Brooklyn,England,792,27693
2398,Goldberg,James,61,M,single,bookkeeper,Brooklyn,England,792,70234
2399,Marino,Ellen,35,F,widowed,engineer,Manhattan,Ireland,793,97040
2400,Roth,Leah,18,F,married,baker,Manhattan,Ireland,794,41331
2401,Roth,Greta,72,F,single,butcher,Manhattan,Ireland,794,42031
2402,Roth,Daniel,12,M,single,none,Manhattan,Ireland,794,39545
2403,Murphy,Otto,27,M,single,grocer,Manhattan,Italy,795,53674
2404,Murphy,Ellen,18,F,widowed,shopkeeper,Manhattan,Italy,795,81965
2405,Murphy,Abraham,0,M,single,none,Manhattan,Italy,795,34645
2406,Murphy,John,13,M,single,grocer,Manhattan,Italy,795,41605
2407,Murphy,Greta,69,F,single,milliner,Manhattan,Italy,795,34505
2408,Brown,Bridget,3,F,single,none,Manhattan,New York,796,31367
2409,Brown,Salvatore,5,M,single,none,Manhattan,New York,796,20201
2410,Lewandowski,Luigi,65,M,married,bookkeeper,Brooklyn,Pennsylvania,797,65144
2411,Lewandowski,Elizabeth,17,F,single,none,Brooklyn,Pennsylvania,797,22229
2412,Lewandowski,Abraham,3,M,single,none,Brooklyn,Pennsylvania,797,22825
2413,Lewandowski,Anna,24,F,widowed,factory worker,Brooklyn,Pennsylvania,797,36125
2414,Lewandowski,Heinrich,26,M,single,porter,Brooklyn,Pennsylvania,797,42587
2415,Silverman,Isaac,36,M,married,machinist,Manhattan,Russia,798,47699
2416,Lewandowski,Rebecca,3,F,single,none,Brooklyn,Ireland,799,35475
2417,Lewandowski,Esther,6,F,single,none,Brooklyn,Ireland,799,21850
2418,Lewandowski,Otto,19,M,single,servant,Brooklyn,Ireland,799,21132
2419,Ivanov,Stanislaw,61,M,widowed,cobbler,Brooklyn,Italy,800,30535
2420,Ivanov,Karl,8,M,single,none,Brooklyn,Italy,800,28985
2421,Ivanov,Maria,0,F,single,none,Brooklyn,Italy,800,23642
2422,Roth,Luigi,43,M,single,tailor,Brooklyn,Italy,801,46626
2423,Roth,Margaret,0,F,single,none,Brooklyn,Italy,801,22649
2424,Roth,Rebecca,0,F,single,none,Brooklyn,Italy,801,28829
2425,Roth,Samuel,0,M,single,none,Brooklyn,Italy,801,35308
2426,Roth,Hilda,51,F,married,engineer,Brooklyn,Italy,801,89678
2427,Andersen,Olga,2,F,single,none,Manhattan,Italy,802,20653
2428,Wojcik,Esther,28,F,single,grocer,Manhattan,Ireland,803,51924
2429,Wojcik,David,10,M,single,none,Manhattan,Ireland,803,39785
2430,Wojcik,Marta,18,F,single,carpenter,Manhattan,Ireland,803,53679
2431,Wojcik,Rachel,76,F,widowed,engineer,Manhattan,Ireland,803,99290
2432,Wojcik,Patrick,26,M,married,baker,Manhattan,Ireland,803,48603
2433,Ivanov,William,17,M,married,teacher,Manhattan,Germany,804,64524
2434,Ivanov,Bridget,77,F,divorced,baker,Manhattan,Germany,804,42230
2435,Ivanov,Sarah,41,F,married,milliner,Manhattan,Germany,804,25472
2436,Ivanov,Wilhelm,49,M,widowed,nurse,Manhattan,Germany,804,46099
2437,Johnson,Antonio,38,M,single,engineer,Queens,New York,805,103077
2438,Esposito,Joseph,49,M,single,nurse,Manhattan,New York,806,35002
2439,Kelly,Abraham,57,M,married,laborer,Queens,New York,807,40201
2440,Kelly,Heinrich,8,M,single,none,Queens,New York,807,24218
2441,Kelly,Margaret,59,F,married,merchant,Queens,New York,807,115604
2442,Kelly,Rachel,15,F,single,none,Queens,New York,807,23224
2443,Goldberg,Rebecca,6,F,single,none,Manhattan,New York,808,21360
2444,Kowalski,Karl,15,M,single,none,Manhattan,Ireland,809,27858
2445,Marino,David,67,M,married,teacher,Manhattan,Russia,810,50119
2446,Marino,Olga,10,F,single,none,Manhattan,Russia,810,39877
2447,Marino,Hilda,9,F,single,none,Manhattan,Russia,810,20685
2448,McCarthy,Hilda,29,F,married,bookkeeper,Bronx,Germany,811,62473
2449,McCarthy,Hilda,64,F,married,machinist,Bronx,Germany,811,53009
2450,McCarthy,Angela,71,F,married,none,Bronx,Germany,811,21239
2451,McCarthy,Michael,9,M,single,none,Bronx,Germany,811,25146
2452,McCarthy,Gertrud,2,F,single,none,Bronx,Germany,811,37115
2453,Petrov,Giovanni,0,M,single,none,Manhattan,New York,812,25520
2454,Petrov,Hilda,3,F,single,none,Manhattan,New York,812,20271
2455,Petrov,Sarah,18,F,single,nurse,Manhattan,New York,812,53827
2456,Petrov,Wilhelm,45,M,single,engineer,Manhattan,New York,812,85341
2457,Goldberg,Greta,73,F,married,stevedore,Manhattan,Poland,813,39777
2458,Walsh,Friedrich,7,M,single,none,Manhattan,Italy,814,21836
2459,Fischer,Greta,22,F,widowed,bookkeeper,Manhattan,New York,815,73915
2460,Levy,Karl,1,M,single,none,Brooklyn,New York,816,31852
2461,Levy,Boris,21,M,single,typesetter,Brooklyn,New York,816,50564
2462,Levy,Rebecca,5,F,single,none,Brooklyn,New York,816,37606
2463,Sullivan,Daniel,4,M,single,none,Manhattan,Italy,817,38558
2464,Sullivan,William,68,M,married,cobbler,Manhattan,Italy,817,28878
2465,Sullivan,Joseph,31,M,married,clerk,Manhattan,Italy,817,46587
2466,Sullivan,David,38,M,single,milliner,Manhattan,Italy,817,41036
2467,Sullivan,Heinrich,14,M,single,porter,Manhattan,Italy,817,35257
2468,Hoffmann,Karl,1,M,single,none,Manhattan,New York,818,38061
2469,Hoffmann,Abraham,0,M,single,none,Manhattan,New York,818,28731
2470,Hoffmann,Mary,59,F,married,factory worker,Manhattan,New York,818,33908
2471,Hoffmann,Abraham,60,M,married,servant,Manhattan,New York,818,13597
2472,Hoffmann,Luigi,3,M,single,none,Manhattan,New York,818,36221
2473,Murphy,Rachel,20,F,married,cobbler,Staten Island,New York,819,45783
2474,Murphy,Esther,4,F,single,none,Staten Island,New York,819,31088
2475,Murphy,Joseph,21,M,single,carpenter,Staten Island,New York,819,52034
2476,Murphy,Isaac,20,M,married,engineer,Staten Island,New York,819,87898
2477,Johnson,Bridget,10,F,single,none,Manhattan,Ireland,820,27161
2478,Schmidt,Marta,20,F,widowed,washerwoman,Manhattan,Germany,821,33241
2479,Roth,Margaret,4,F,single,none,Manhattan,Poland,822,38003
2480,Roth,Anna,16,F,single,teacher,Manhattan,Poland,822,62139
2481,Roth,Giovanni,15,M,single,nurse,Manhattan,Poland,822,50486
2482,Roth,Daniel,24,M,single,merchant,Manhattan,Poland,822,115510
2483,Andersen,Teresa,69,F,widowed,bookkeeper,Manhattan,New York,823,66136
2484,Andersen,Rachel,4,F,single,none,Manhattan,New York,823,26649
2485,Andersen,Friedrich,78,M,married,none,Manhattan,New York,823,35917
2486,Andersen,Anna,47,F,widowed,butcher,Manhattan,New York,823,46392
2487,Wagner,Rebecca,10,F,single,none,Manhattan,New York,824,27061
2488,Ivanov,Abraham,51,M,single,milliner,Brooklyn,Ireland,825,26772
2489,Ivanov,Isaac,67,M,married,tailor,Brooklyn,Ireland,825,36679
2490,Kelly,Salvatore,23,M,single,teacher,Manhattan,Massachusetts,826,53451
2491,Kelly,Patrick,23,M,married,machinist,Manhattan,Massachusetts,826,47732
2492,Klein,Rebecca,14,F,single,shopkeeper,Manhattan,New York,827,68335
2493,Klein,Olga,2,F,single,none,Manhattan,New York,827,28989
2494,Klein,Sarah,66,F,married,carpenter,Manhattan,New York,827,47256
2495,Klein,Sarah,47,F,married,grocer,Manhattan,New York,827,48162
2496,Klein,Leah,7,F,single,none,Manhattan,New York,827,20239
2497,Goldberg,Abraham,57,M,married,merchant,Manhattan,New York,828,122380
2498,Goldberg,William,23,M,single,cobbler,Manhattan,New York,828,34242
2499,Goldberg,Michael,20,M,single,porter,Manhattan,New York,828,26535
2500,Goldberg,Wilhelm,76,M,married,clerk,Manhattan,New York,828,48780
2501,Goldberg,Isaac,24,M,married,baker,Manhattan,New York,828,35673
2502,Silverman,Michael,46,M,widowed,nurse,Brooklyn,Italy,829,44016
2503,Silverman,Sarah,0,F,single,none,Brooklyn,Italy,829,38569
2504,"O'Brien",Gertrud,9,F,single,none,Manhattan,Russia,830,37812
2505,"O'Brien",Esther,19,F,married,laborer,Manhattan,Russia,830,31039
2506,"O'Brien",Patrick,24,M,married,laborer,Manhattan,Russia,830,22339
2507,Goldberg,Elizabeth,42,F,single,typesetter,Manhattan,Italy,831,56403
2508,Goldberg,Elizabeth,73,F,divorced,milliner,Manhattan,Italy,831,25829
2509,Goldberg,Thomas,75,M,single,shopkeeper,Manhattan,Italy,831,84820
2510,Goldberg,Daniel,49,M,widowed,seamstress,Manhattan,Italy,831,37124
2511,Goldberg,Wilhelm,25,M,married,servant,Manhattan,Italy,831,26456
2512,McCarthy,Marta,9,F,single,none,Manhattan,England,832,22452
2513,McCarthy,Boris,32,M,single,butcher,Manhattan,England,832,37774
2514,McCarthy,Abraham,54,M,married,laborer,Manhattan,England,832,32930
2515,McCarthy,John,52,M,married,carpenter,Manhattan,England,832,40666
2516,McCarthy,Isaac,27,M,married,milliner,Manhattan,England,832,34305
2517,Lewandowski,Joseph,32,M,married,cobbler,Manhattan,Germany,833,31430
2518,Lewandowski,Olga,14,F,single,none,Manhattan,Germany,833,31753
2519,Lewandowski,Rebecca,10,F,single,none,Manhattan,Germany,833,29627
2520,Lewandowski,Anna,61,F,single,teacher,Manhattan,Germany,833,60738
2521,Lewandowski,Boris,57,M,single,milliner,Manhattan,Germany,833,30871
2522,Rossi,Friedrich,66,M,single,clerk,Bronx,New Jersey,834,55439
2523,Rossi,Salvatore,0,M,single,none,Bronx,New Jersey,834,36547
2524,Rossi,Margaret,14,F,single,none,Bronx,New Jersey,834,31398
2525,Rossi,Friedrich,7,M,single,none,Bronx,New Jersey,834,20839
2526,Klein,Patrick,59,M,single,teacher,Brooklyn,Germany,835,63473
2527,Klein,Friedrich,5,M,single,none,Brooklyn,Germany,835,26661
2528,Klein,Teresa,10,F,single,none,Brooklyn,Germany,835,39059
2529,Klein,Rebecca,73,F,married,carpenter,Brooklyn,Germany,835,46671
2530,Katz,Greta,76,F,single,factory worker,Brooklyn,New York,836,28231
2531,Katz,Rosa,71,F,single,shopkeeper,Brooklyn,New York,836,77847
2532,Katz,Rosa,79,F,single,tailor,Brooklyn,New York,836,50869
2533,Katz,Abraham,0,M,single,none,Brooklyn,New York,836,33677
2534,Katz,Bridget,65,F,married,tailor,Brooklyn,New York,836,36459
2535,Levy,Esther,37,F,widowed,teacher,Manhattan,Germany,837,65582
2536,Levy,Isaac,28,M,single,nurse,Manhattan,Germany,837,54803
2537,Levy,Giovanni,44,M,married,servant,Manhattan,Germany,837,27574
2538,Miller,Ellen,46,F,married,engineer,Manhattan,Ireland,838,85525
2539,Miller,Mary,45,F,widowed,servant,Manhattan,Ireland,838,26033
2540,Miller,James,43,M,single,tailor,Manhattan,Ireland,838,51872
2541,Miller,Heinrich,8,M,single,none,Manhattan,Ireland,838,31690
2542,Wilson,Maria,78,F,married,servant,Manhattan,Ireland,839,18779
2543,Wilson,Olga,0,F,single,none,Manhattan,Ireland,839,23755
2544,Wilson,Maria,0,F,single,none,Manhattan,Ireland,839,37722
2545,Wilson,Sarah,15,F,single,factory worker,Manhattan,Ireland,839,31121
2546,Wilson,Daniel,1,M,single,none,Manhattan,Ireland,839,30527
2547,Petrov,Luigi,6,M,single,none,Brooklyn,Russia,840,20841
2548,Petrov,Angela,43,F,single,laborer,Brooklyn,Russia,840,28819
2549,Petrov,Wilhelm,16,M,single,cobbler,Brooklyn,Russia,840,32846
2550,Petrov,Rebecca,37,F,single,machinist,Brooklyn,Russia,840,53733
2551,McCarthy,Rachel,10,F,single,none,Queens,Germany,841,23271
2552,McCarthy,Heinrich,35,M,widowed,baker,Queens,Germany,841,47066
2553,Jones,Greta,18,F,single,butcher,Brooklyn,Germany,842,51550
2554,Jones,Esther,24,F,married,driver,Brooklyn,Germany,842,27405
2555,Jones,Hilda,4,F,single,none,Brooklyn,Germany,842,36166
2556,Ricci,Ruth,0,F,single,none,Brooklyn,Germany,843,24417
2557,Hoffmann,Patrick,47,M,married,none,Brooklyn,New York,844,23657
2558,Hoffmann,Rosa,25,F,single,shopkeeper,Brooklyn,New York,844,81058
2559,Hoffmann,Rachel,17,F,married,carpenter,Brooklyn,New York,844,45518
2560,Hoffmann,Luigi,63,M,widowed,clerk,Brooklyn,New York,844,55778
2561,Hoffmann,Michael,2,M,single,none,Brooklyn,New York,844,37320
2562,"O'Brien",Jacob,0,M,single,none,Manhattan,New York,845,27207
2563,Russo,Gertrud,45,F,single,baker,Manhattan,Russia,846,41209
2564,Russo,Ellen,0,F,single,none,Manhattan,Russia,846,20533
2565,Brown,Isaac,46,M,married,washerwoman,Brooklyn,Russia,847,32395
2566,Brown,Wilhelm,14,M,single,none,Brooklyn,Russia,847,25027
2567,Brown,Antonio,65,M,single,engineer,Brooklyn,Russia,847,96894
2568,Brown,Michael,44,M,single,carpenter,Brooklyn,Russia,847,49931
2569,Wilson,Thomas,74,M,single,driver,Brooklyn,Germany,848,43599
2570,Wilson,Leah,0,F,single,none,Brooklyn,Germany,848,24501
2571,Wilson,Giovanni,25,M,widowed,laborer,Brooklyn,Germany,848,35261
2572,Wilson,John,5,M,single,none,Brooklyn,Germany,848,20492
2573,Wilson,Catherine,12,F,single,none,Brooklyn,Germany,848,32098
2574,Stein,Jacob,25,M,married,grocer,Manhattan,Italy,849,49608
2575,Smith,Otto,3,M,single,none,Manhattan,New York,850,28659
2576,Brown,Maria,21,F,single,teacher,Manhattan,Ireland,851,69660
2577,Brown,Bridget,1,F,single,none,Manhattan,Ireland,851,23243
2578,Brown,Ellen,16,F,single,engineer,Manhattan,Ireland,851,89697
2579,Brown,Michael,14,M,single,none,Manhattan,Ireland,851,28985
2580,Brown,Ruth,28,F,single,nurse,Manhattan,Ireland,851,54557
2581,Roth,Mary,64,F,widowed,butcher,Manhattan,Germany,852,36164
2582,Roth,Esther,74,F,single,teacher,Manhattan,Germany,852,65937
2583,Johnson,Margaret,73,F,married,clerk,Manhattan,Austria-Hungary,853,57032
2584,Johnson,Gertrud,69,F,single,carpenter,Manhattan,Austria-Hungary,853,52845
2585,Johnson,Angela,40,F,married,driver,Manhattan,Austria-Hungary,853,38351
2586,Ricci,Daniel,27,M,married,driver,Brooklyn,Germany,854,39206
2587,Ricci,Luigi,6,M,single,none,Brooklyn,Germany,854,26950
2588,Ricci,Jacob,56,M,married,cobbler,Brooklyn,Germany,854,37075
2589,Ricci,Stanislaw,69,M,married,engineer,Brooklyn,Germany,854,86163
2590,Ricci,Hilda,16,F,single,butcher,Brooklyn,Germany,854,49517
2591,Becker,Antonio,50,M,single,washerwoman,Manhattan,Ireland,855,21705
2592,Becker,Friedrich,19,M,single,butcher,Manhattan,Ireland,855,50651
2593,Becker,Isaac,6,M,single,none,Manhattan,Ireland,855,32785
2594,Becker,Teresa,69,F,married,butcher,Manhattan,Ireland,855,34951
2595,Wilson,John,68,M,single,butcher,Manhattan,Germany,856,33164
2596,Wilson,Rosa,39,F,married,washerwoman,Manhattan,Germany,856,21362
2597,Wilson,Ruth,18,F,married,milliner,Manhattan,Germany,856,38387
2598,Wilson,Zofia,37,F,married,cobbler,Manhattan,Germany,856,36360
2599,Kelly,Wilhelm,51,M,single,grocer,Manhattan,Sweden,857,50647
2600,Kelly,Thomas,9,M,single,none,Manhattan,Sweden,857,26765
2601,Kelly,Giovanni,8,M,single,none,Manhattan,Sweden,857,30075
2602,Kelly,Gertrud,1,F,single,none,Manhattan,Sweden,857,36123
2603,Kelly,Ruth,1,F,single,none,Manhattan,Sweden,857,31595
2604,Weber,Leah,42,F,married,shopkeeper,Bronx,Ireland,858,82448
2605,Weber,John,19,M,single,seamstress,Bronx,Ireland,858,36367
2606,Ferrari,Anna,69,F,widowed,seamstress,Manhattan,Massachusetts,859,19409
2607,Lewandowski,Ellen,22,F,married,stevedore,Manhattan,New York,860,41028
2608,Lewandowski,Angela,42,F,married,bookkeeper,Manhattan,New York,860,55122
2609,Lewandowski,Michael,1,M,single,none,Manhattan,New York,860,26896
2610,Lewandowski,Esther,4,F,single,none,Manhattan,New York,860,28899
2611,Lewandowski,John,44,M,single,milliner,Manhattan,New York,860,38051
2612,Stein,Teresa,0,F,single,none,Manhattan,Ireland,861,37838
2613,Stein,Sarah,22,F,single,carpenter,Manhattan,Ireland,861,40427
2614,Stein,Karl,2,M,single,none,Manhattan,Ireland,861,39689
2615,Lewandowski,Anna,0,F,single,none,Manhattan,New Jersey,862,24068
2616,Lewandowski,Marta,42,F,married,teacher,Manhattan,New Jersey,862,57930
2617,Lewandowski,John,16,M,widowed,laborer,Manhattan,New Jersey,862,40258
2618,Wilson,Ellen,11,F,single,none,Manhattan,New York,863,25732
2619,Wilson,Jacob,35,M,single,milliner,Manhattan,New York,863,42918
2620,Wilson,Friedrich,3,M,single,none,Manhattan,New York,863,27572
2621,Becker,Olga,35,F,married,typesetter,Brooklyn,Ireland,864,49285
2622,Becker,Anna,12,F,single,none,Brooklyn,Ireland,864,31991
2623,Becker,Otto,14,M,single,none,Brooklyn,Ireland,864,39579
2624,Becker,Ruth,67,F,widowed,shopkeeper,Brooklyn,Ireland,864,82402
2625,Becker,Heinrich,35,M,single,servant,Brooklyn,Ireland,864,16381
2626,Johnson,Hilda,0,F,single,none,Manhattan,Germany,865,38875
2627,Johnson,Josef,23,M,single,bookkeeper,Manhattan,Germany,865,62994
2628,Johnson,Isaac,12,M,single,porter,Manhattan,Germany,865,41552
2629,Johnson,Giovanni,10,M,single,none,Manhattan,Germany,865,39992
2630,Novak,Stanislaw,0,M,single,none,Manhattan,New York,866,33332
2631,Novak,Maria,13,F,single,bookkeeper,Manhattan,New York,866,56132
2632,Novak,Luigi,37,M,single,typesetter,Manhattan,New York,866,49656
